name,Synonyms,CONU 
fospropofol,fospropofol,
fosravuconazole,fosravuconazole,
fostamatinib,fostamatinib,
fostemsavir,fostemsavir,
fostroxacitabine bralpamide,troxacitabine nucleotide prodrug miv-818,
fotemustine,"(+-)-diethyl (1-(3-(2-chloroethyl)-3-nitrosoureido)ethyl)phosphonate | (±)-diethyl (1-(3-(2-chloroethyl)-3-nitrosoureido)ethyl)phosphonate | diethyl-1-(3-(2-chloroethyl)-3-nitrosoureido)ethylphosphonate | fotemustina | fotemustine | fotemustinum | mustoforan | phosphonic acid, (1-((((2-chloroethyl)nitrosoamino)carbonyl)amino)ethyl)-, diethyl ester | phosphonic acid, p-(1-((((2-chloroethyl)nitrosoamino)carbonyl)amino)ethyl)-, diethyl ester",
fov 2501,recombinant human rod-derived cone viability factor | rh-rdcvf,
foxy-5,,
fozivudine tidoxil,fozivudine tidoxil,
fp-1096,,
fr117016,,
fr221647,1-[(2r)-1-hydroxy-4-phenylbutan-2-yl]-1h-imidazole-4-carboxamide,epivir   
fr230513,,
fr-234938,,
fr236913,,
fr239087,,
fradafiban,fradafiban,
framycetin,fradiomycin b | framicetina | framycetin | framycétine | framycetinum | neomycin b,klacid ranule for oral upenion   
frangula purshiana bark,"aromatic cascara fluidextract | aromatic cascara sagrada fluid extract | bearberry bark | carscara bitterless extract | cascara bitterless bark extract | cascara buckthorn bark | cascara fluidextract, aromatic | cascara sagrada | cascara sagrada bark | cascara sagrada extract | cascara sagrada fluidextract | chittambark | chittem bark | frangula purshiana bark | frangula purshiana bark extract | pursh's buckthorn bark | rhamni purshianae cortex | rhamnus purshiana | rhamnus purshiana bark | rhamnus purshiana bark dry extract | rhamnus purshiana bark extract | rhamnus purshiana stem bark | sacred bark",
frankincense,boswellia carteri | boswellia carteri resin | boswellia carterii gum extract | boswellia carterii resin | boswellia carterii resin extract | boswellia sacra | boswellia sacra oleo-gum-resin | boswellia sacra resin | fragrant milk | frankincense | frankincense extract | frankincense resin | mastix | olibanum | olibanum (boswellia carteri) | olibanum gummi | olibanum resin | olibanum resinoid | ru xiang | ruxiang (boswellia carteri),
fraxinus americana pollen,white ash pollen extract,
fraxinus latifolia pollen,oregon ash pollen extract,
fraxinus pennsylvanica pollen,green ash pollen extract,
fraxinus velutina pollen,arizona ash pollen extract,
fremanezumab,fremanezumab,
freneslerbart,"anti-cat allergen fel d 1 monoclonal anitbody regn-1908 | immunoglobulin g4 [227-proline], anti-(felis catus allergen fel d1) (human monoclonal regn1908 γ4-chain), disulfide with human monoclonal regn1908 κ-chain, dimer",
freselestat,freselestat,
fresolimumab,fresolimumab | gc1008,
frexalimab,"immunoglobulin g1 (272-arginine,325-alanine), anti-(human cd40 ligand) (human-mus musculus monoclonal sar441344 gamma1-chain), disulfide with human-mus musculus monoclonal sar441344 kappa-chain, dimer",
friulimicin b,friulimycin b,
froniglutide,glucagon like peptide-1 elastin like peptide-120 fusion protein | glymera | l-histidylglycyl-l-α-glutamylglycyl-l-threonyl-l-phenylalanyl-l-threonyl-l-seryl-l-α-aspartyl-l-valyl-l-seryl-l-seryl-l-tyrosyl-l-leucyl-l-α-glutamylglycyl-l-glutaminyl-l-alanyl-l-alanyl-l-lysyl-l-α-glutamyl-l-phenylalanyl-l-isoleucyl-l-alanyl-l-tryp,
frovatriptan,frovatriptan,capetero capecitabine  
frovocimab,frovocimab,
fructose,,
fructose -6-phosphate,,
fructose-6-phosphate,d-fructose 6-phosphate | d-fructose 6-phosphoric acid | keto-d-fructose 6-phosphate | neuberg ester,
frunexian,frunexian,
fruquintinib,fruquintinib,
fs-1502,,
ft-1101,ft1101,
ft516,,
fucitol,l-fucitol,
fucose,l-fucose,
fucoxanthin,,
fucus vesiculosus,bladderwrack | rock wrack | sea oak,
fulacimstat,bay1142524 | fulacimstat,
fulranumab,fulranumab,
fulvestrant,"(7α,17β)-7-{9-[(4,4,5,5,5-pentafluoropentyl)sulfinyl]nonyl}estra-1(10),2,4-triene-3,17-diol | fulvestrant",novofen    
fumagillin,fumagilina | fumagillin,
fumaric acid,"(2e)-2-butenedioic acid | (e)-2-butenedioic acid | fumaric acid | fumaricum acidum | fumarsäure | trans-1,2-ethylenedicarboxylic acid | trans-but-2-enedioic acid | trans-butenedioic acid",olancor fc  
funapide,funapide,
furafylline,furafilina | furafylline | furafyllinum,
furaltadone,(±)-5-(morpholinomethyl)-3-((5-nitrofurfurylidene)amino)-2-oxazolidinone | furaltadona | furaltadone,
furaprevir,furaprevir,
furaprofen,alpha-methyl-3-phenyl-7-benzofuranacetic acid | furaprofen | furaprofeno | furaprofenum,
furazabol,furazabol,aricept   
furazidin,furazidine,
furazolidone,3-(5'-nitrofurfuralamino)-2-oxazolidone | 3-[(5-nitrofurfurylidene)amino]-2-oxazolidinone | 3-[(5-nitrofurfurylidene)amino]-2-oxazolidone | 3-[(5-nitrofurylidene)amino]-2-oxazolidone | 3-{[(5-nitro-2-furanyl)methylene]amino}-2-oxazolidinone | 5-nitro-n-(2-oxo-3-oxazolidinyl)-2-furanmethanimine | furazolidona | furazolidone | furazolidonum | fzl | n-(5-nitro-2-furfurylidene)-3-amino-2-oxazolidone | n-(5-nitro-2-furfurylidene)-3-aminooxazolidine-2-one | nitrofurazolidone | nitrofurazolidonum,diacon   
furethidine,furethidine,auro metformin      bp
furfural,2-formylofuran | 2-furankarbaldehyd | 2-furil-metanale | furaldehyde | furancarboxaldehyde | furfurale | pyromucic aldehyde,
"furo[2,3d]pyrimidine antifolate",,tadila   
furosemide,2-furfurylamino-4-chloro-5-sulfamoylbenzoic acid | 4-chloro-5-sulfamoyl-n-furfuryl-anthranilic acid | 4-chloro-n-(2-furylmethyl)-5-sulfamoylanthranilic acid | 4-chloro-n-furfuryl-5-sulfamoylanthranilic acid | frusemide | furosemid | furosemida | furosemide | furosemidu | furosemidum,carbimazole   
furoyl-leucine,,coralan   
fursultiamine,fursultiamina | fursultiamine | fursultiaminum | thiamin tetrahydrofurfuryl disulfide | thiamine tetrahydrofurfuryl disulfide | ttfd,
furvina,1-(5-bromofur-2-yl)-2-bromo-2-nitroethene | 2-bromo-5-(2-bromo-2-nitrovinyl)furan,
fusafungine,fusafungina | fusafungine,
fusarium compactum,,
fusarium graminearum,botryosphaeria saubinetii | dichomera saubinetii | dothidea zeae | fusarium graminearum | fusarium roseum | gibbera saubinetii | gibberella rosea | gibberella saubinetii | gibberella zeae | gibberella zeae whole | sphaeria saubinetii | sphaeria zeae,
fusarium oxysporum,fusarium bulbigenum | fusarium oxysporum | fusarium oxysporum whole,
fusarium oxysporum vasinfectum,,
fusicoccin,,valtrex   
fusidic acid,acide fusidique | acido fusidico | acidum fusidicum | fucidate | fucidin acid | fusidate | fusidic acid | fusidine | ramycin,
futibatinib,"1-((3s)-(4-amino-3-((3,5-dimethoxyphenyl)ethynyl)-1h-pyrazolo(3, 4-d) pyrimidin-1-yl)-1-pyrrolidinyl)-2-propen-1-one | 1-[(3s)-3-{4-amino-3-[(3,5-dimethoxyphenyl)ethynyl]-1h-pyrazolo[3,4-d]pyrimidin-1-yl}pyrrolidin-1-yl]prop-2-en-1-one | futibatinib",
futuximab,futuximab,
fx06,,
fx-1006a,,
g100,gla-se | glucopyranosyl lipid a stable emulsion,
g17dt immunogen,anti-gastrin 17 immunogen | antigastrin 17 | g17dt | g17dt (an antigastrin immunogen) | g17dt immunogen | gastrimmune | gastrin 17 immunogen | gastrin 17 vaccine | gastrin 17c diphtheria toxoid immunogen,
g207,g 207 | g-207 | genetically engineered herpes simplex virus | hsv g207 | hsv-1 g207,
g305,g305,
g4460,c-myb antisense oligodeoxynucleotide | c-myb antisense oligonucleotide g4460,
g4544,,
ga-68 trivehexin,(68-ga)-trivehexin,
gabaculine,,anabrez anatrozole    up 
gabapentin,1-(aminomethyl)cyclohexaneacetic acid | gabapentin | gabapentina | gabapentine | gabapentino | gabapentinum,preartan h    
gabapentin enacarbil,gabapentin enacarbil | gabapentina enacarbilo | gabapentine enacarbil | gabapentinum enacarbilum,
gabexate,gabexate | gabexato | gabexatum,
gaboxadol,"4,5,6,7-tetrahydroisoxazolo(5,4-c)pyridin-3-ol | gaboxadol | thip",
gacyclidine,gacyclidine,
gadobenic acid,acide gadobenique | acido gadobenico | acidum gadobenicum | gadobenate | gadobenic acid | gadobensäure,loridin rapitab  
gadobutrol,"gadobutrol | gadolinium(iii) 2,2',2''-(10-((2r,3s )-1,3,4-trihydroxybutan-2-yl)-1,4,7,10-tetraazacyclododecane-1,4,7-triyl)triacetate",
gadodiamide,gadodiamida | gadodiamide | gadodiamide anhydrous,dalacin c   
gadofosveset trisodium,gadofosveset,
gadolinium,gadolinio,
gadolinium cation (3+),gadolinium(3+) | gadolinium(3+) ion | gadolinium(iii) cation,
gadopentetic acid,acide gadopentetique | ácido gadopentético | acidum gadopenteticum | gadolinium diethylenetriamine pentaacetic acid | gadolinium dtpa | gadopentetate | gadopentetic acid,pm-baclofen   
gadopiclenol,"(.alpha.3,.alpha.6,.alpha.9-tris(3-((2,3-dihydroxypropyl)amino)-3-oxopropyl)-3,6,9,15-tetraazabicyclo(9.3.1)pentadeca-1(15),11,13-triene-3,6,9-triacetato(3-)-.kappa.n3,.kappa.n6,.kappa.n9,.kappa.n15,.kappa.o3,.kappa.o6,.kappa.o9)gadolinium | 2-[3,9-bis[1-carboxylato-4-(2,3-dihydroxypropylamino)-4-oxobutyl]-3,6,9,15-tetrazabicyclo[9.3.1]pentadeca-1(15),11,13-trien-6-yl]-5-(2,3-dihydroxypropylamino)-5-oxopentanoate;gadolinium(3+)",
gadoteric acid,"[2,2',2'',2'''-(1,4,7,10-tetraazacyclododecane-1,4,7,10-tetrayl-κ4n1,n4,n7,n10)tetraacetato(3−)]gadolinium | dota-gd | gadoterate | gadoteric acid | gd-dota",
gadoteridol,"gadolinium 2,2',2''-[10-(2-hydroxypropyl)-1,4,7,10-tetraazacyclododecane-1,4,7-triyl]triacetate | gadolinium-hp-do3a | gadoteridol | gadoteridolum | gd-hp-do 3a | gd-hpdo3a",mexan   
gadoversetamide,gadoversetamid | gadoversetamida | gadoversetamide | gadoversetamidum,diphen  expectorant
gadoxetic acid,gadoxetate | gadoxetic acid | gd-eob-dtpa,
galactose,d-galactose | d(+)-galactose | galactose,
galactose grease,,
galactose-uridine-5'-diphosphate,udp galactose | udp-alpha-d-galactose | udp-d-galactopyranose | udp-galactose | udp-α-d-galactopyranose | udp-α-d-galactose | udpgal | uridine diphosphate galactose | uridine diphosphategalactose | uridine diphosphogalactose | uridine pyrophosphogalactose | uridinediphosphogalactose,
galantamine,(-)-galanthamine | galantamina | galantamine | galanthamine,apo-dimenhydrinate   
galcanezumab,galcanezumab | galcanezumab-gnlm,
gale-301,e39 peptide vaccine | folate binding protein e39 vaccine,
gale-302,attenuated e39 peptide vaccine | e39 prime vaccine | e39' vaccine | folate binding protein j65,
galegenimab,"immunoglobulin igg1 fab fragment, anti-(human serine proteinase htra1) (human-mus musculus monoclonal fhtr2163 .gamma.1-chain), disulfide with human-mus musculus monoclonal fhtr2163 .kappa.-chain",
galeterone,galeterone,
galicaftor,galicaftor,
galidesivir,galidesivir | galidésivir | galidesivirum | immucillin a | immucillin-a,
galinpepimut-s,gps | wt-1 analog peptide vaccine sls-001,
galiximab,anti-cd80 monoclonal antibody | galiximab,
gallamine,,
gallamine triethiodide,gallamin triethiodid | gallamine triethiodide | gallamini triethiodidum | triéthiodure de gallamine | trietioduro de galamina,metoclopramide yrup   
gallichrome,,
gallium cation,"ga3+ | gallium (ga3+) | gallium ion(3+) | gallium, ion (ga3+) | gallium(3+) cation | gallium(iii) cation",
gallium cation ga-67,gallium (67ga)cation | gallium cation ga 67 | gallium ga-67 cation,
gallium chloride ga-67,"gallium (67ga) chloride | gallium (ga-67) chloride | gallium chloride ga 67 | gallium chloride, ga-67 | gallium chloride,ga-67",
gallium citrate,"2-hydroxy-1,2,3-propanetricarboxylic acid gallium salt (1:1) | citric acid, gallium salt (1:1) | gallium citrate",
gallium citrate ga-67,gallium (67 ga) citrate | gallium citrate ga 67 | gallium citrate ga-67 | gallium-67 citrate,
gallium ga-68 gozetotide,(68)ga labeled glu-nh-co-nh-lys(ahx)-hbed-cc | (68ga)hbed-psma | (68ga)psma-hbed-cc | 68ga-psma-11 | 68ga-psma-hbed-cc | dkfz-psma-11 ga-68 | ga-68 psma-11 | ga-68-labeled psma-11 | ga-psma-hbed-cc ga-68 | gallium (68ga) gozetotide | gallium ga 68 psma-11 | gallium ga 68-labeled psma ligand glu-urea-lys(ahx)-hbed-cc | psma-11 ga 68 | psma-11 ga-68 | psma-hbed-cc ga-68,
gallium maltolate,,
gallium nitrate,"gallium nitrate (anhydrous) | gallium nitrate injection | nitric acid, gallium salt, anhydrate",
gallium-68 psma,psma-hbed-cc,
gallopamil,gallopamil,
gallus gallus feather,chicken feather extract,
galsulfase,"arylsulfatase b galsulfase | galsulfasa | galsulfase | galsulfase (genetical recombination) | n-acetylgalactosamine-4-sulfatase, recombinant human",teveten   
galunisertib,galunisertib | galunisertibum,
gambir,catechu | gambir (uncaria gambir) | gambir leaf | nauclea gambir leaf | ourouparia gambir leaf | uncaria gambir leaf | uncaria gambir leafy twig | uruparia gambir leaf,
gam-covid-vac,gam-covid-vac lyo | sputnik v,
gamithromycin,gamithromycin,
gamma cyclodextrin,".gamma.-cyclodextrin | alfadex impurity b | cavamax w8 | cyclodextrin, gamma- | cyclomaltooctaose | cyclooctaamylose | cyclooctakis-(1->4)-(.alpha.-d-glucopyranosyl) | gamma-cyclodextrin | ringdex c",
gamma-amino-beta-hydroxybutyric acid,4-amino-3-hydroxybutyric acid | buxamine | gamma-amino-beta-hydroxybutyric acid,
gamma-aminobutyric acid,4-aminobutanoic acid | 4-aminobutyric acid | 4abu | gaba | gamma-aminobutyric acid | piperidic acid | piperidinic acid | γ-amino-n-butyric acid | γ-aminobutanoic acid | γ-aminobuttersäure | γ-aminobutyric acid | ω-aminobutyric acid,
"gamma-arsono-beta, gamma-methyleneadenosine-5'-diphosphate",,
gamma-butyrolactone,"1,4-lactone | 4-butyrolactone | 4-hydroxybutyric acid lactone | butyrolactone | dihydrofuran-2(3h)-one | gbl | γ-butyrolactone",
gamma-carboxy-l-glutamic acid,"(3s)-3-amino-1,1,3-propanetricarboxylic acid | gamma-carboxy-glutamic acid | gamma-carboxyglutamic acid | γ-carboxy-l-glutamic acid",
gamma-glutamyl[s-(2-iodobenzyl)cysteinyl]glycine,,
gamma-glutamylcysteine,5-l-glutamyl-l-cysteine | gamma-glu-cys | gamma-l-glutamyl-l-cysteine | glu(-cys) | l-gamma-glutamyl-l-cysteine | l-gamma-glutamylcysteine | γglucys,
gamma-hydroxybutyric acid,3-carboxypropoxy acid | 4-hydroxy-butyric acid | 4-hydroxybutanoate | 4-hydroxybutanoic acid | 4-hydroxybutyric acid | gamma-hydroxybutyrate | ghb | oxy-n-butyric acid | oxybate | γ-hydroxybutyric acid,olvion    
gamma-tocopherol,d-gamma-tocopherol,
gamolenic acid,"(6,9,12)-linolenic acid | (6z,9z,12z)-octadecatrienoic acid | (z,z,z)-6,9,12-octadecatrienoic acid | 18:3 (n-6) | 6-cis,9-cis,12-cis-octadecatrienoic acid | 6,9,12-octadecatrienoic acid | all-cis-6,9,12-octadecatrienoic acid | gamma-linolenic acid | gammalinolenic acid | gamoleic acid | gamolenic acid | gla | octadeca-6,9,12-triensäure | γ-linolenic acid | γ-linolensäure",
ganaplacide,"2-amino-1-[2-(4-fluorophenyl)-3-[(4-fluorophenyl)amino]-5,6-dihydro-8,8-dimethylimidazo[1,2-a]pyrazin-7(8h)-yl]ethanone | ganaplacide",
ganaxolone,ganaxolone,
ganciclovir,"2-(6-amino-purin-9-ylmethoxy)-propane-1,3-diol | 2-amino-9-((1,3-dihydroxypropan-2-yloxy)methyl)-1h-purin-6(9h)-one | 2-amino-9-((1,3-dihydroxypropan-2-yloxy)methyl)-3h-purin-6(9h)-one | 2-amino-9-((1,3-dihydroxypropan-2-yloxy)methyl)-9h-purin-6-ol | 2-amino-9-(2-hydroxy-1-hydroxymethyl-ethoxymethyl)-1,9-dihydro-purin-6-one | 2-amino-9-(2-hydroxy-1-hydroxymethylethoxymethyl)-6,9-dihydro-1h-6-purinone | 9-((2-hydroxy-1-(hydroxymethyl)ethoxy)methyl)guanine | 9-[(1,3-dihydroxy-2-propoxy)methyl]guanine | ga2 | ganciclovir | ganciclovirum | gancyclovir",colchicine halewood   mc
gancotamab,gancotamab,
gandotinib,"3-(4-chloro-2-fluorobenzyl)-2-methyl-n-(5-methyl-1h-pyrazol-3-yl)-8- (morpholinomethyl)imidazo(1,2-b)pyridazin-6-amine | adenosine triphosphate type 1 competitive inhibitor of jak2 v617f tyrosine kinase | gandotinib | imidazo(1,2-b)pyridazin-6-amine, 3-((4-chloro-2-fluorophenyl)methyl)-2-methyl-n-(5- methyl-1h-pyrazol-3-yl)-8-(4-morpholinylmethyl)-",
ganetespib,ganetespib,
ganglioside gm1,ganglioside gm1 (d18:1/18:0) | monosialotetrahexosyl ganglioside (gm1) | monosialotetrahexosylganglioside | monosialotetrahexosylganglioside (d18:1/18:0) | porcine gm1 ganglioside,
ganirelix,ganirelix,
ganitumab,ganitumab,
ganstigmine,ganstigmine,
gantacurium,,
gantenerumab,gantenerumab,
garadacimab,"garadacimab | immunoglobulin g4, anti-(human blood-coagulation factor viia) (human monoclonal csl312 gamma4-chain), disulfide with human monoclonal csl312 lambda-chain, dimer",
garcinia gummi-gutta fruit,brindall berry fruit | brindleberry fruit | gambooge fruit | garcinia cambogia | garcinia cambogia (constituent of garcinia cambogia and garcinia indica) | garcinia cambogia fruit | garcinia cambogia fruit extract | garcinia fruit | goraka fruit | kodumpuli fruit | malabar tamarind fruit,
garden snail mucin,brown garden snail mucin | brown gardensnail mucin | garden snail mucin preparation,
garenoxacin,garenoxacin | garénoxacine | garenoxacino | garenoxacinum,
garetosmab,garetosmab,
garivulimab,,
garlic,,
garlic oil,allium arenarium bulb oil | allium controversum bulb oil | allium longicuspis bulb oil | allium ophioscorodon bulb oil | allium pekinense bulb oil | allium sativum bulb oil,
gartisertib,"2-amino-6-fluoro-n-(5-fluoro-4-(4-((4-(oxetan-3-yl)piperazin-1-yl)carbonyl)-1-piperidyl)-3-pyridyl)pyrazolo(1,5-a)pyrimidine-3-carboxamide | gartisertib | pyrazolo(1,5-a)pyrimidine-3-carboxamide, 2-amino-6-fluoro-n-(5-fluoro-4-(4-((4-(3-oxetanyl)-1-piperazinyl)carbonyl)-1-piperidinyl)-3-pyridinyl)-",
gastric inhibitory polypeptide,glucose-dependent insulinotropic polypeptide,
gastric intrinsic factor,intrinsic factor,
gastrodia elata whole,gastrodia | gastrodia elata | gastrodia elata blume | gastrodia elata whole | gastrodia mairei whole | gastrodia viridis whole,
gatifloxacin,"1-cyclopropyl-1,4-dihydro-6-fluoro-8-methoxy-7-(3-methyl-1-piperazinyl)-4-oxo-3-quinolinecarboxylic acid | 1-cyclopropyl-6-fluoro- 8-methoxy-7-(3-methylpiperazin-1-yl)- 4-oxo-quinoline-3-carboxylic acid | gatifloxacin | gatifloxacin anhydrous | gatifloxacine | gatifloxacino | gatifloxacinum",mercilon 
gatipotuzumab,"immunoglobulin g1, anti-(mucin muc1) (human-mus musculus monoclonal pankomab-gex heavy chain), disulfide with human-mus musculus monoclonal pankomab-gex light chain, dimer",
gatralimab,gatralimab,
gavestinel,gavestinel,
gavilimomab,gavilimomab,
gavocabtagene autoleucel,gavo-cel,
gavorestat,"2-(4-oxo-3-((5-(trifluoromethyl)benzo[d]thiazol-2-yl)methyl)-3,4-dihydrothieno[3,4-d]pyridazin-1-yl)acetic acid | at-007 | at007 | gavorestat",
gaxilose,gaxilosa | gaxilose,
gb-115,"l-tryptophanamide, n-(1-oxo-6-phenylhexyl)glycyl- | n-(1-oxo-6-phenylhexyl)glycyl-l-tryptophanamide",
gb1211,,
gb-13,,
gbr-12783,,
gbr-12879,"1-(2-(bis(4-fluorophenyl)methoxy)ethyl)-4-(3-phenyl-2-propenyl)piperazine | piperazine, 1-(2-(bis(4-fluorophenyl)methoxy)ethyl)-4-(3-phenyl-2-propen-1-yl)- | piperazine, 1-(2-(bis(4-fluorophenyl)methoxy)ethyl)-4-(3-phenyl-2-propenyl)-",
gc-24,,
gc-373,,
gc-376 free acid,,
gc5107,,
gcs-100,apoptosis inducer gcs-100 | ph-modified pectin (gcs-100),
gdc-0134,"2-pyridinamine, 3-(difluoromethoxy)-5-(2-(3,3-difluoro-1-pyrrolidinyl)-6-(1s,4s)-2-oxa-5-azabicyclo(2.2.1)hept-5-yl-4-pyrimidinyl)-",
gdc-0152,,
gdc-0349,,
gdc-0425,,
gdc-0623,,
gdc-0810,,
gdc-0917,,
gdc-0927,,
gdc-1971,,
gdp-alpha-d-mannuronic acid,gdp-α-d-mannuronic acid,
gdp-l-fucose,"gdp-.beta.-l-fucose | gdp-fucose | guanosine 5'-(trihydrogen pyrophosphate), mono(6-deoxy-l-galactopyranosyl) ester | guanosine 5'-diphospho-.beta.-l-fucose | guanosine 5'-pyrophosphate, .beta.-l-fucopyranosyl ester | guanosine pyrophosphate, l-fucosyl ester",
gdx012,allogeneic enriched variable delta 1 gamma delta t-cells | allogeneic vδ1+ γδ t cells | gdx012,
ge-2270a,,
gebasaxturev,coxsackievirus a21 | enterovirus human enterovirus c serogroup coxsackievirus serotype a21 | human coxsackievirus a21,
ged-0507-34-levo,,
gedatolisib,gedatolisib,
gedivumab,gedivumab | mhaa4549a,
gedocarnil,gedocarnil,
gefapixant,gefapixant,
gefarnate,gefarnate,
gefitinib,4-(3'-chloro-4'-fluoroanilino)-7-methoxy-6-(3-morpholinopropoxy)quinazoline | gefitinib | n-(3-chloro-4-fluorophenyl)-7-methoxy-6-(3-(4-morpholinyl)propoxy)-4-quinazolinamine,venlex xr  
gefurulimab,"immunoglobulin, bispecific, anti-(human serum albumin) (human-lama glama monoclonal alxn1720 single-domain vhh fragment) fusion protein with peptide linker (synthetic 15 amino-acid) fusion protein with anti-(human complement c5) (human-lama glama monoclo",
gelatin,"gelatin, unspecified | gelatina | gelatine",
geldanamycin,,
gem-231,,
gemcabene,gemcabene,
gemcitabine,"2'-deoxy-2',2'-difluorocytidine | 2',2'-difluorodeoxycytidine | 4-amino-1-((2r,4r,5r)-3,3-difluoro-4-hydroxy-5-(hydroxymethyl)-tetrahydrofuran-2-yl)pyrimidin-2(1h)-one | gemcitabin | gemcitabina | gemcitabine | gemcitabinum",eroran for oral upenion   
gemcitabine elaidate,"2'-deoxy-2',2'-difluorocytidine 5'-(9e)-octadec-9-enoate | 5'-o-(trans-9''-octadecenoyl)-1-.beta.-d-2'deoxy-2',2'-difluorocytidine | 5'-o-(trans-9""-octadecenoyl)-1-beta-d-2'deoxy-2',2'-difluorocytidine | gemcitabine elaidate",
gemeprost,"16,16-dimethyl-trans-delta-2-pge1 methyl ester | 16,16-dimethyl-trans-delta(sup 2)-prostaglandin e1 methyl ester | gemeprost | sc-37681",
gemfibrozil,"2,2-dimethyl-5-(2,5-dimethylphenoxy)valeriansäure | 2,2-dimethyl-5-(2,5-xylyloxy)valeriansäure | 2,2-dimethyl-5-(2,5-xylyloxy)valeric acid | gemfibrozil | gemfibrozilo | gemfibrozilum",lilupi mr  
gemifloxacin,gemifloxacin,axcel cinnarizine   
gemigliptin,gemigliptin,
gemlapodect,gemlapodect,
gemogenovatucel-t,fang,
gemtuzumab ozogamicin,gemtuzumab ozogamicin,proctin   
gen-001,,
geneticin,,
genipin,"(+)-genipin | cyclopenta(c)pyran-4-carboxylic acid, 1,4a,5,7a-tetrahydro-1-hydroxy-7-(hydroxymethyl)-, methyl ester, (1r-(1.alpha.,4a.alpha.,7a.alpha.))- | cyclopenta(c)pyran-4-carboxylic acid, 1,4a,5,7a-tetrahydro-1-hydroxy-7-(hydroxymethyl)-, methyl ester, (1r,4as,7as)- | cyclopenta(c)pyran-4-carboxylic acid, 1,4a.alpha.,5,7a.alpha.-tetrahydro-1-hydroxy-7-(hydroxymethyl)-, methyl ester",
genistein,"4',5,7-trihydroxyisoflavone | 4h-1-benzopyran-4-one, 5,7-dihydroxy-3-(4-hydroxyphenyl)- | 5,7-dihydroxy-3-(4-hydroxyphenyl)-4h-1-benzopyran-4-one | 5,7-dihydroxy-3-(4-hydroxyphenyl)-chromen-4-one | 5,7,4'-trihydroxyisoflavone | genistein | genisteol | genisterin",co-diovan  
gentamicin,gentamicin | gentamicina,panadol oluble   
gentamicin c1a,gentamycin c12,
gentamicin c2,,
gentian violet cation,crystal violet | crystal violet carbocation | crystal violet ion(1) | crystal violet(1+) | gentian violet carbocation | gentian violet cation | gentian violet(1+) | methylrosaniline | methylrosanilinium,neodol-   
gentiana lutea extract,gentian root | gentiana lutea root | yellow gentian extract,
gentulizumab,gentulizumab (anti-cd47 humanized monoclonal antibody),
genz-10850,,
geotrichum candidum,,
gepefrine,gepefrine,
gepirone,gepirone,
gepotidacin,gepotidacin,
geptanolimab,genolimzumab | geptanolimab,
geraniol,"(2e)-3,7-dimethylocta-2,6-dien-1-ol | (e)-3,7-dimethyl-2,6-octadien-1-ol | (e)-geraniol | (e)-nerol | 2-trans-3,7-dimethyl-2,6-octadien-1-ol | 2,6-octadien-1-ol, 3,7-dimethyl-, (e)- | 2,6-octadien-1-ol, 3,7-dimethyl-, trans- | 3,7-dimethyl-2,6-octadien-1-ol, (e)- | 3,7-dimethyl-trans-2,6-octadien-1-ol | geranyl alcohol | lemonol | t-geraniol",
geranyl diphosphate,,
geranylgeranyl diphosphate,,
gestodene,gestodene | gestodeno | gestodenum,
gestonorone,,
gestonorone caproate,gestonorone caproate | gestonorone hexanoate,
gestrinone,ethylnorgestrienone | gestrinona | gestrinone | gestrinonum,
get-73,,
gevokizumab,gevokizumab,
gfh-925,,
gft14,,
ghavamiol,,
gi heptapeptide,,
gi-101,,
gi-181771x,,
gi-4000,,
gi-5005,,
gi-6207,,
gi-6301,,
gibberella fujikuroi,"ae-fusarium moniliforme | alysidium verticillioides | fusarium fujikuroi | fusarium moniliforme | fusarium verticillioides | gibberella fujikuroi | gibberella fujikuroi whole | gibberella moniliformis | lisea fujikuroi | molds, rusts and smuts, fusarium moniliforme | oospora verticillioides",
gibberellic acid,(+)-gibberellic acid | ga3 | gibberellic acid ga3 | gibberellin | gibberellin 3 | gibberellin a3,
gibberellin a4,"2β,4a-dihydroxy-1-methyl-8-methylene-4aα,4bβ-gibbane-1α,10β-dicarboxylic acid, 1,4a-lactone | ga4 | gibberellin 4",
gildeuretinol,c20-d3-retinyl acetate | vitamin a acetate c20-d3,
giloralimab,"agonistic anti-cd40 monoclonal antibody abbv-927 | anti-cd40 agonist monoclonal antibody abbv-927 | immunoglobulin g1, anti-(human cd40 antigen) (human-mus musculus monoclonal pr-1614645 .gamma.1-chain), disulfide with human-mus musculus monoclonal pr-1614645 .kappa.-chain, dimer",
gilteritinib,gilteritinib,
gimatecan,"(4s)-11-[(e)-(tert-butoxyimino)methyl]-4-ethyl-4-hydroxy-1h-pyrano[3',4':6,7]indolizino[1,2-b]quinoline-3,14(4h,12h)-dione | (4s)-4-ethyl-4-hydroxy-3,14-dioxo-3,4,12,14-tetrahydro-1-h-pyrano[3',4':6,7]-indolizino-[1,2-b]-quinoline-11-carbaldehyde o-(tert-butyl)-(e)-oxime | 1h-pyrano[3',4':6,7]indolizino[1,2-b]quinoline-11-carboxaldehyde, 4-ethyl-3,4,12,14-tetrahydro-4-hydroxy-3,14-dioxo-, 11-[o-(1,1-dimethylethyl)oxime], (4s)- | gimatecan",
